BioProject,Run,AvgSpotLen,Bases,BioSample,Bytes,Center.Name,Experiment,Library.Name,Organism,Platform,ReleaseDate,Sample.Name,SRA.Study,Isolate,Collection_Date,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Isolation_source,sex,Age,Biomaterial_provider,Strain,breeding_system,MiSeq_run_library,dev_stage,PHENOTYPE,collected_by,Breed,Host,Specimen_voucher,accession..run.,object_status..run.,study..run.,OLD_geo_loc_name,Cultivar,Ecotype,Investigation_type,BIOME,Depth,elev,env_package,feature,Label,lat_lon,material,project_name,lat,lon,counts
PRJNA247438,SRR1369922,502,250367982,SAMN02839658,171964261,ERDC-USACE,SRX584824,Run20130617_G3-LF-r4_EL2121_S18,Daphnia pulex,ILLUMINA,2015-06-17T00:00:00Z,HSL_3_EL2121,SRP041981,,,,,,,female,adult,"Dr. Howard Webb\, Horseshoe Lake\, MO",HSL,parthenogenetic female,Run20130521_G3-LF-r1_EL2121_S18;Run20130528_G3-LF-r2_EL2121_S18;Run20130530_G3-LF-r3_EL2121_S18;Run20130617_G3-LF-r4_EL2121_S18;Run20130816_G3-6LF-r5_EL2121_S2,,,,,,,,,,,,,,,,,,,,character0,,,NA,NA,367
PRJNA247438,SRR1369923,502,212020704,SAMN02839660,144584604,ERDC-USACE,SRX584825,Run20130617_G3-LF-r4_EL2122_S19,Daphnia pulex,ILLUMINA,2015-06-17T00:00:00Z,HSL_4_EL2122,SRP041981,,,,,,,female,adult,"Dr. Howard Webb\, Horseshoe Lake\, MO",HSL,parthenogenetic female,Run20130521_G3-LF-r1_EL2122_S19;Run20130528_G3-LF-r2_EL2122_S19;Run20130530_G3-LF-r3_EL2122_S19;Run20130617_G3-LF-r4_EL2122_S19;Run20130822_G3-6LF-r6_EL2122_S3,,,,,,,,,,,,,,,,,,,,character0,,,NA,NA,367
PRJNA247438,SRR1369924,502,261479250,SAMN02839662,180461590,ERDC-USACE,SRX584826,Run20130617_G3-LF-r4_EL2123_S20,Daphnia pulex,ILLUMINA,2015-06-17T00:00:00Z,HSL_5_EL2123,SRP041981,,,,,,,female,adult,"Dr. Howard Webb\, Horseshoe Lake\, MO",HSL,parthenogenetic female,Run20130521_G3-LF-r1_EL2123_S20;Run20130528_G3-LF-r2_EL2123_S20;Run20130530_G3-LF-r3_EL2123_S20;Run20130617_G3-LF-r4_EL2123_S20;Run20130816_G3-6LF-r5_EL2123_S3,,,,,,,,,,,,,,,,,,,,character0,,,NA,NA,367
PRJNA247438,SRR1369925,502,296727682,SAMN02839684,198273204,ERDC-USACE,SRX584827,Run20130617_G3-LF-r4_EL2124_S21,Daphnia pulex,ILLUMINA,2015-06-17T00:00:00Z,W3A_1_EL2124,SRP041981,,,,,,,female,adult,"Dr. Andrew Beckerman\, University of Sheffield\, UK",W3A,parthenogenetic female,Run20130521_G3-LF-r1_EL2124_S21;Run20130528_G3-LF-r2_EL2124_S21;Run20130530_G3-LF-r3_EL2124_S21;Run20130617_G3-LF-r4_EL2124_S21;Run20130822_G3-6LF-r6_EL2124_S4,,,,,,,,,,,,,,,,,,,,character0,,,NA,NA,367
PRJNA247438,SRR1369926,502,166131880,SAMN02839686,109404858,ERDC-USACE,SRX584828,Run20130617_G3-LF-r4_EL2125_S22,Daphnia pulex,ILLUMINA,2015-06-17T00:00:00Z,W3A_2_EL2125,SRP041981,,,,,,,female,adult,"Dr. Andrew Beckerman\, University of Sheffield\, UK",W3A,parthenogenetic female,Run20130521_G3-LF-r1_EL2125_S22;Run20130528_G3-LF-r2_EL2125_S22;Run20130530_G3-LF-r3_EL2125_S22;Run20130617_G3-LF-r4_EL2125_S22;Run20130812_G3-6LF-r4_EL2125_S3,,,,,,,,,,,,,,,,,,,,character0,,,NA,NA,367
PRJNA247438,SRR1369927,502,217833362,SAMN02839688,143089876,ERDC-USACE,SRX584829,Run20130617_G3-LF-r4_EL2126_S23,Daphnia pulex,ILLUMINA,2015-06-17T00:00:00Z,W3A_3_EL2126,SRP041981,,,,,,,female,adult,"Dr. Andrew Beckerman\, University of Sheffield\, UK",W3A,parthenogenetic female,Run20130521_G3-LF-r1_EL2126_S23;Run20130528_G3-LF-r2_EL2126_S23;Run20130530_G3-LF-r3_EL2126_S23;Run20130617_G3-LF-r4_EL2126_S23;Run20130730_G3-6LF-r1_EL2126_S5,,,,,,,,,,,,,,,,,,,,character0,,,NA,NA,367
PRJNA247438,SRR1369928,502,240513722,SAMN02839690,158957388,ERDC-USACE,SRX584830,Run20130617_G3-LF-r4_EL2127_S24,Daphnia pulex,ILLUMINA,2015-06-17T00:00:00Z,W3A_4_EL2127,SRP041981,,,,,,,female,adult,"Dr. Andrew Beckerman\, University of Sheffield\, UK",W3A,parthenogenetic female,Run20130521_G3-LF-r1_EL2127_S24;Run20130528_G3-LF-r2_EL2127_S24;Run20130530_G3-LF-r3_EL2127_S24;Run20130617_G3-LF-r4_EL2127_S24;Run20130808_G3-6LF-r3_EL2127_S3,,,,,,,,,,,,,,,,,,,,character0,,,NA,NA,367
PRJNA247438,SRR1369929,502,242996614,SAMN02839692,161413772,ERDC-USACE,SRX584831,Run20130617_G3-LF-r4_EL2128_S25,Daphnia pulex,ILLUMINA,2015-06-17T00:00:00Z,W3A_5_EL2128,SRP041981,,,,,,,female,adult,"Dr. Andrew Beckerman\, University of Sheffield\, UK",W3A,parthenogenetic female,Run20130521_G3-LF-r1_EL2128_S25;Run20130528_G3-LF-r2_EL2128_S25;Run20130530_G3-LF-r3_EL2128_S25;Run20130617_G3-LF-r4_EL2128_S25;Run20130808_G3-6LF-r3_EL2128_S4,,,,,,,,,,,,,,,,,,,,character0,,,NA,NA,367
PRJNA247438,SRR1369930,502,264106718,SAMN02839634,172810179,ERDC-USACE,SRX584832,Run20130617_G3-LF-r4_EL2129_S26,Daphnia pulex,ILLUMINA,2015-06-17T00:00:00Z,CA2_1_EL2129,SRP041981,,,,,,,female,adult,"Dr. Andrew Beckerman\, University of Sheffield\, UK",CA2,parthenogenetic female,Run20130521_G3-LF-r1_EL2129_S26;Run20130528_G3-LF-r2_EL2129_S26;Run20130530_G3-LF-r3_EL2129_S26;Run20130617_G3-LF-r4_EL2129_S26;Run20130812_G3-6LF-r4_EL2129_S4,,,,,,,,,,,,,,,,,,,,character0,,,NA,NA,367
PRJNA247438,SRR1369931,502,89632602,SAMN02839636,58708090,ERDC-USACE,SRX584833,Run20130617_G3-LF-r4_EL2130_S27,Daphnia pulex,ILLUMINA,2015-06-17T00:00:00Z,CA2_2_EL2130,SRP041981,,,,,,,female,adult,"Dr. Andrew Beckerman\, University of Sheffield\, UK",CA2,parthenogenetic female,Run20130521_G3-LF-r1_EL2130_S27;Run20130528_G3-LF-r2_EL2130_S27;Run20130530_G3-LF-r3_EL2130_S27;Run20130617_G3-LF-r4_EL2130_S27;Run20130822_G3-6LF-r6_EL2130_S5,,,,,,,,,,,,,,,,,,,,character0,,,NA,NA,367
PRJNA247438,SRR1369932,502,84554370,SAMN02839638,56105677,ERDC-USACE,SRX584834,Run20130617_G3-LF-r4_EL2131_S28,Daphnia pulex,ILLUMINA,2015-06-17T00:00:00Z,CA2_3_EL2131,SRP041981,,,,,,,female,adult,"Dr. Andrew Beckerman\, University of Sheffield\, UK",CA2,parthenogenetic female,Run20130521_G3-LF-r1_EL2131_S28;Run20130528_G3-LF-r2_EL2131_S28;Run20130530_G3-LF-r3_EL2131_S28;Run20130617_G3-LF-r4_EL2131_S28;Run20130822_G3-6LF-r6_EL2131_S6,,,,,,,,,,,,,,,,,,,,character0,,,NA,NA,367
PRJNA247438,SRR1369933,502,215640124,SAMN02839640,142291311,ERDC-USACE,SRX584835,Run20130617_G3-LF-r4_EL2132_S29,Daphnia pulex,ILLUMINA,2015-06-17T00:00:00Z,CA2_4_EL2132,SRP041981,,,,,,,female,adult,"Dr. Andrew Beckerman\, University of Sheffield\, UK",CA2,parthenogenetic female,Run20130521_G3-LF-r1_EL2132_S29;Run20130528_G3-LF-r2_EL2132_S29;Run20130530_G3-LF-r3_EL2132_S29;Run20130617_G3-LF-r4_EL2132_S29;Run20130816_G3-6LF-r5_EL2132_S4,,,,,,,,,,,,,,,,,,,,character0,,,NA,NA,367
PRJNA247438,SRR1369934,502,231894884,SAMN02839642,154811559,ERDC-USACE,SRX584836,Run20130617_G3-LF-r4_EL2133_S30,Daphnia pulex,ILLUMINA,2015-06-17T00:00:00Z,CA2_5_EL2133,SRP041981,,,,,,,female,adult,"Dr. Andrew Beckerman\, University of Sheffield\, UK",CA2,parthenogenetic female,Run20130521_G3-LF-r1_EL2133_S30;Run20130528_G3-LF-r2_EL2133_S30;Run20130530_G3-LF-r3_EL2133_S30;Run20130617_G3-LF-r4_EL2133_S30;Run20130730_G3-6LF-r1_EL2133_S6,,,,,,,,,,,,,,,,,,,,character0,,,NA,NA,367
PRJNA247438,SRR1369935,502,128544128,SAMN02839628,85835132,ERDC-USACE,SRX584837,Run20130617_G3-LF-r4_EL2134_S31,Daphnia pulex,ILLUMINA,2015-06-17T00:00:00Z,BEL_1_EL2134,SRP041981,,,,,,,female,adult,"EPBI\, Belgium",BEL,parthenogenetic female,Run20130521_G3-LF-r1_EL2134_S31;Run20130528_G3-LF-r2_EL2134_S31;Run20130530_G3-LF-r3_EL2134_S31;Run20130617_G3-LF-r4_EL2134_S31;Run20130812_G3-6LF-r4_EL2134_S5,,,,,,,,,,,,,,,,,,,,character0,,,NA,NA,367
PRJNA247438,SRR1369936,502,255961768,SAMN02839630,165358826,ERDC-USACE,SRX584838,Run20130617_G3-LF-r4_EL2135_S32,Daphnia pulex,ILLUMINA,2015-06-17T00:00:00Z,BEL_9_EL2135,SRP041981,,,,,,,female,adult,"EPBI\, Belgium",BEL,parthenogenetic female,Run20130521_G3-LF-r1_EL2135_S32;Run20130528_G3-LF-r2_EL2135_S32;Run20130530_G3-LF-r3_EL2135_S32;Run20130617_G3-LF-r4_EL2135_S32;Run20130812_G3-6LF-r4_EL2135_S6,,,,,,,,,,,,,,,,,,,,character0,,,NA,NA,367
PRJNA247438,SRR1369937,502,279422738,SAMN02839632,185076800,ERDC-USACE,SRX584839,Run20130617_G3-LF-r4_EL2136_S33,Daphnia pulex,ILLUMINA,2015-06-17T00:00:00Z,BEL_13_EL2136,SRP041981,,,,,,,female,adult,"EPBI\, Belgium",BEL,parthenogenetic female,Run20130521_G3-LF-r1_EL2136_S33;Run20130528_G3-LF-r2_EL2136_S33;Run20130530_G3-LF-r3_EL2136_S33;Run20130617_G3-LF-r4_EL2136_S33;Run20130816_G3-6LF-r5_EL2136_S5,,,,,,,,,,,,,,,,,,,,character0,,,NA,NA,367
PRJNA247438,SRR1369938,502,293231754,SAMN02839622,196791920,ERDC-USACE,SRX584840,Run20130617_G3-LF-r4_EL2137_S34,Daphnia pulex,ILLUMINA,2015-06-17T00:00:00Z,ABS_3_EL2137,SRP041981,,,,,,,female,adult,"Aquatic Biosystems\, Inc.\, Fort Collins\, CO",ABS,parthenogenetic female,Run20130521_G3-LF-r1_EL2137_S34;Run20130528_G3-LF-r2_EL2137_S34;Run20130530_G3-LF-r3_EL2137_S34;Run20130617_G3-LF-r4_EL2137_S34;Run20130816_G3-6LF-r5_EL2137_S6,,,,,,,,,,,,,,,,,,,,character0,,,NA,NA,367
PRJNA247438,SRR1369939,502,331363172,SAMN02839624,221272296,ERDC-USACE,SRX584841,Run20130617_G3-LF-r4_EL2138_S35,Daphnia pulex,ILLUMINA,2015-06-17T00:00:00Z,ABS_7_EL2138,SRP041981,,,,,,,female,adult,"Aquatic Biosystems\, Inc.\, Fort Collins\, CO",ABS,parthenogenetic female,Run20130521_G3-LF-r1_EL2138_S35;Run20130528_G3-LF-r2_EL2138_S35;Run20130530_G3-LF-r3_EL2138_S35;Run20130617_G3-LF-r4_EL2138_S35;Run20130808_G3-6LF-r3_EL2138_S6,,,,,,,,,,,,,,,,,,,,character0,,,NA,NA,367
PRJNA247438,SRR1369940,502,274155754,SAMN02839626,181664190,ERDC-USACE,SRX584842,Run20130617_G3-LF-r4_EL2139_S36,Daphnia pulex,ILLUMINA,2015-06-17T00:00:00Z,ABS_14_EL2139,SRP041981,,,,,,,female,adult,"Aquatic Biosystems\, Inc.\, Fort Collins\, CO",ABS,parthenogenetic female,Run20130521_G3-LF-r1_EL2139_S36;Run20130528_G3-LF-r2_EL2139_S36;Run20130530_G3-LF-r3_EL2139_S36;Run20130617_G3-LF-r4_EL2139_S36;Run20130806_G3-6LF-r2_EL2139_S6,,,,,,,,,,,,,,,,,,,,character0,,,NA,NA,367
PRJNA247438,SRR1369941,502,2583292,SAMN02839664,1727385,ERDC-USACE,SRX584843,Run20130730_G3-6LF-r1_EL2104_S1,Daphnia pulex,ILLUMINA,2015-06-17T00:00:00Z,STL_1_EL2104,SRP041981,,,,,,,female,adult,"Dr. Howard Webb\, Saint Louis\, MO",STL,parthenogenetic female,Run20130521_G3-LF-r1_EL2104_S1;Run20130528_G3-LF-r2_EL2104_S1;Run20130530_G3-LF-r3_EL2104_S1;Run20130617_G3-LF-r4_EL2104_S1;Run20130730_G3-6LF-r1_EL2104_S1,,,,,,,,,,,,,,,,,,,,character0,,,NA,NA,367
PRJNA247438,SRR1369942,502,1114833568,SAMN02839646,745717071,ERDC-USACE,SRX584844,Run20130730_G3-6LF-r1_EL2110_S2,Daphnia pulex,ILLUMINA,2015-06-17T00:00:00Z,ECT_2_EL2110,SRP041981,,,,,,,female,adult,"Mr. Steve Poirier\, Environmental Consulting & Testing\, Inc.\, Superior\, WI",ECT,parthenogenetic female,Run20130521_G3-LF-r1_EL2110_S7;Run20130528_G3-LF-r2_EL2110_S7;Run20130530_G3-LF-r3_EL2110_S7;Run20130617_G3-LF-r4_EL2110_S7;Run20130730_G3-6LF-r1_EL2110_S2,,,,,,,,,,,,,,,,,,,,character0,,,NA,NA,367
PRJNA247438,SRR1369943,502,1787977918,SAMN02839676,1206150723,ERDC-USACE,SRX584845,Run20130730_G3-6LF-r1_EL2115_S3,Daphnia pulex,ILLUMINA,2015-06-17T00:00:00Z,TCO_2_EL2115,SRP041981,,,,,,,female,adult,"Dr. Norman Yan\, York University\, Toronto\, ON",TCO,parthenogenetic female,Run20130521_G3-LF-r1_EL2115_S12;Run20130528_G3-LF-r2_EL2115_S12;Run20130530_G3-LF-r3_EL2115_S12;Run20130617_G3-LF-r4_EL2115_S12;Run20130730_G3-6LF-r1_EL2115_S3,,,,,,,,,,,,,,,,,,,,character0,,,NA,NA,367
PRJNA247438,SRR1369944,502,1707634324,SAMN02839682,1144221227,ERDC-USACE,SRX584846,Run20130730_G3-6LF-r1_EL2118_S4,Daphnia pulex,ILLUMINA,2015-06-17T00:00:00Z,TCO_5_EL2118,SRP041981,,,,,,,female,adult,"Dr. Norman Yan\, York University\, Toronto\, ON",TCO,parthenogenetic female,Run20130521_G3-LF-r1_EL2118_S15;Run20130528_G3-LF-r2_EL2118_S15;Run20130530_G3-LF-r3_EL2118_S15;Run20130617_G3-LF-r4_EL2118_S15;Run20130730_G3-6LF-r1_EL2118_S4,,,,,,,,,,,,,,,,,,,,character0,,,NA,NA,367
PRJNA247438,SRR1369945,502,1420256894,SAMN02839688,928456372,ERDC-USACE,SRX584847,Run20130730_G3-6LF-r1_EL2126_S5,Daphnia pulex,ILLUMINA,2015-06-17T00:00:00Z,W3A_3_EL2126,SRP041981,,,,,,,female,adult,"Dr. Andrew Beckerman\, University of Sheffield\, UK",W3A,parthenogenetic female,Run20130521_G3-LF-r1_EL2126_S23;Run20130528_G3-LF-r2_EL2126_S23;Run20130530_G3-LF-r3_EL2126_S23;Run20130617_G3-LF-r4_EL2126_S23;Run20130730_G3-6LF-r1_EL2126_S5,,,,,,,,,,,,,,,,,,,,character0,,,NA,NA,367
PRJNA247438,SRR1369946,502,1591890192,SAMN02839642,1059817748,ERDC-USACE,SRX584848,Run20130730_G3-6LF-r1_EL2133_S6,Daphnia pulex,ILLUMINA,2015-06-17T00:00:00Z,CA2_5_EL2133,SRP041981,,,,,,,female,adult,"Dr. Andrew Beckerman\, University of Sheffield\, UK",CA2,parthenogenetic female,Run20130521_G3-LF-r1_EL2133_S30;Run20130528_G3-LF-r2_EL2133_S30;Run20130530_G3-LF-r3_EL2133_S30;Run20130617_G3-LF-r4_EL2133_S30;Run20130730_G3-6LF-r1_EL2133_S6,,,,,,,,,,,,,,,,,,,,character0,,,NA,NA,367
PRJNA247438,SRR1369947,502,1663051202,SAMN02839666,1109975310,ERDC-USACE,SRX584849,Run20130806_G3-6LF-r2_EL2105_S1,Daphnia pulex,ILLUMINA,2015-06-17T00:00:00Z,STL_2_EL2105,SRP041981,,,,,,,female,adult,"Dr. Howard Webb\, Saint Louis\, MO",STL,parthenogenetic female,Run20130521_G3-LF-r1_EL2105_S2;Run20130528_G3-LF-r2_EL2105_S2;Run20130530_G3-LF-r3_EL2105_S2;Run20130617_G3-LF-r4_EL2105_S2;Run20130806_G3-6LF-r2_EL2105_S1,,,,,,,,,,,,,,,,,,,,character0,,,NA,NA,367
PRJNA247438,SRR1369948,502,1856480838,SAMN02839648,1234289212,ERDC-USACE,SRX584850,Run20130806_G3-6LF-r2_EL2111_S2,Daphnia pulex,ILLUMINA,2015-06-17T00:00:00Z,ECT_3_EL2111,SRP041981,,,,,,,female,adult,"Mr. Steve Poirier\, Environmental Consulting & Testing\, Inc.\, Superior\, WI",ECT,parthenogenetic female,Run20130521_G3-LF-r1_EL2111_S8;Run20130528_G3-LF-r2_EL2111_S8;Run20130530_G3-LF-r3_EL2111_S8;Run20130617_G3-LF-r4_EL2111_S8;Run20130806_G3-6LF-r2_EL2111_S2,,,,,,,,,,,,,,,,,,,,character0,,,NA,NA,367
PRJNA247438,SRR1369949,502,1302686486,SAMN02839678,887415368,ERDC-USACE,SRX584851,Run20130806_G3-6LF-r2_EL2116_S3,Daphnia pulex,ILLUMINA,2015-06-17T00:00:00Z,TCO_3_EL2116,SRP041981,,,,,,,female,adult,"Dr. Norman Yan\, York University\, Toronto\, ON",TCO,parthenogenetic female,Run20130521_G3-LF-r1_EL2116_S13;Run20130528_G3-LF-r2_EL2116_S13;Run20130530_G3-LF-r3_EL2116_S13;Run20130617_G3-LF-r4_EL2116_S13;Run20130806_G3-6LF-r2_EL2116_S3,,,,,,,,,,,,,,,,,,,,character0,,,NA,NA,367
PRJNA247438,SRR1369950,502,1677301978,SAMN02839680,1158783767,ERDC-USACE,SRX584852,Run20130806_G3-6LF-r2_EL2117_S4,Daphnia pulex,ILLUMINA,2015-06-17T00:00:00Z,TCO_4_EL2117,SRP041981,,,,,,,female,adult,"Dr. Norman Yan\, York University\, Toronto\, ON",TCO,parthenogenetic female,Run20130521_G3-LF-r1_EL2117_S14;Run20130528_G3-LF-r2_EL2117_S14;Run20130530_G3-LF-r3_EL2117_S14;Run20130617_G3-LF-r4_EL2117_S14;Run20130806_G3-6LF-r2_EL2117_S4,,,,,,,,,,,,,,,,,,,,character0,,,NA,NA,367
PRJNA247438,SRR1369951,502,1231485316,SAMN02839654,856481532,ERDC-USACE,SRX584853,Run20130806_G3-6LF-r2_EL2119_S5,Daphnia pulex,ILLUMINA,2015-06-17T00:00:00Z,HSL_1_EL2119,SRP041981,,,,,,,female,adult,"Dr. Howard Webb\, Horseshoe Lake\, MO",HSL,parthenogenetic female,Run20130521_G3-LF-r1_EL2119_S16;Run20130528_G3-LF-r2_EL2119_S16;Run20130530_G3-LF-r3_EL2119_S16;Run20130617_G3-LF-r4_EL2119_S16;Run20130806_G3-6LF-r2_EL2119_S5,,,,,,,,,,,,,,,,,,,,character0,,,NA,NA,367
PRJNA247438,SRR1369952,502,1482134418,SAMN02839626,997777626,ERDC-USACE,SRX584854,Run20130806_G3-6LF-r2_EL2139_S6,Daphnia pulex,ILLUMINA,2015-06-17T00:00:00Z,ABS_14_EL2139,SRP041981,,,,,,,female,adult,"Aquatic Biosystems\, Inc.\, Fort Collins\, CO",ABS,parthenogenetic female,Run20130521_G3-LF-r1_EL2139_S36;Run20130528_G3-LF-r2_EL2139_S36;Run20130530_G3-LF-r3_EL2139_S36;Run20130617_G3-LF-r4_EL2139_S36;Run20130806_G3-6LF-r2_EL2139_S6,,,,,,,,,,,,,,,,,,,,character0,,,NA,NA,367
PRJNA247438,SRR1369953,502,2096499086,SAMN02839668,1420563584,ERDC-USACE,SRX584855,Run20130808_G3-6LF-r3_EL2106_S1,Daphnia pulex,ILLUMINA,2015-06-17T00:00:00Z,STL_3_EL2106,SRP041981,,,,,,,female,adult,"Dr. Howard Webb\, Saint Louis\, MO",STL,parthenogenetic female,Run20130521_G3-LF-r1_EL2106_S3;Run20130528_G3-LF-r2_EL2106_S3;Run20130530_G3-LF-r3_EL2106_S3;Run20130617_G3-LF-r4_EL2106_S3;Run20130808_G3-6LF-r3_EL2106_S1,,,,,,,,,,,,,,,,,,,,character0,,,NA,NA,367
PRJNA247438,SRR1369954,502,1465319928,SAMN02839650,1004543149,ERDC-USACE,SRX584856,Run20130808_G3-6LF-r3_EL2112_S2,Daphnia pulex,ILLUMINA,2015-06-17T00:00:00Z,ECT_4_EL2112,SRP041981,,,,,,,female,adult,"Mr. Steve Poirier\, Environmental Consulting & Testing\, Inc.\, Superior\, WI",ECT,parthenogenetic female,Run20130521_G3-LF-r1_EL2112_S9;Run20130528_G3-LF-r2_EL2112_S9;Run20130530_G3-LF-r3_EL2112_S9;Run20130617_G3-LF-r4_EL2112_S9;Run20130808_G3-6LF-r3_EL2112_S2,,,,,,,,,,,,,,,,,,,,character0,,,NA,NA,367
PRJNA247438,SRR1369955,502,1812449414,SAMN02839656,1265256047,ERDC-USACE,SRX584857,Run20130808_G3-6LF-r3_EL2120_S5,Daphnia pulex,ILLUMINA,2015-06-17T00:00:00Z,HSL_2_EL2120,SRP041981,,,,,,,female,adult,"Dr. Howard Webb\, Horseshoe Lake\, MO",HSL,parthenogenetic female,Run20130521_G3-LF-r1_EL2120_S17;Run20130528_G3-LF-r2_EL2120_S17;Run20130530_G3-LF-r3_EL2120_S17;Run20130617_G3-LF-r4_EL2120_S17;Run20130808_G3-6LF-r3_EL2120_S5,,,,,,,,,,,,,,,,,,,,character0,,,NA,NA,367
PRJNA247438,SRR1369956,502,1641949130,SAMN02839690,1101243097,ERDC-USACE,SRX584858,Run20130808_G3-6LF-r3_EL2127_S3,Daphnia pulex,ILLUMINA,2015-06-17T00:00:00Z,W3A_4_EL2127,SRP041981,,,,,,,female,adult,"Dr. Andrew Beckerman\, University of Sheffield\, UK",W3A,parthenogenetic female,Run20130521_G3-LF-r1_EL2127_S24;Run20130528_G3-LF-r2_EL2127_S24;Run20130530_G3-LF-r3_EL2127_S24;Run20130617_G3-LF-r4_EL2127_S24;Run20130808_G3-6LF-r3_EL2127_S3,,,,,,,,,,,,,,,,,,,,character0,,,NA,NA,367
PRJNA247438,SRR1369957,502,1398001728,SAMN02839692,941010994,ERDC-USACE,SRX584859,Run20130808_G3-6LF-r3_EL2128_S4,Daphnia pulex,ILLUMINA,2015-06-17T00:00:00Z,W3A_5_EL2128,SRP041981,,,,,,,female,adult,"Dr. Andrew Beckerman\, University of Sheffield\, UK",W3A,parthenogenetic female,Run20130521_G3-LF-r1_EL2128_S25;Run20130528_G3-LF-r2_EL2128_S25;Run20130530_G3-LF-r3_EL2128_S25;Run20130617_G3-LF-r4_EL2128_S25;Run20130808_G3-6LF-r3_EL2128_S4,,,,,,,,,,,,,,,,,,,,character0,,,NA,NA,367
PRJNA247438,SRR1369958,502,1501933298,SAMN02839624,1021177996,ERDC-USACE,SRX584860,Run20130808_G3-6LF-r3_EL2138_S6,Daphnia pulex,ILLUMINA,2015-06-17T00:00:00Z,ABS_7_EL2138,SRP041981,,,,,,,female,adult,"Aquatic Biosystems\, Inc.\, Fort Collins\, CO",ABS,parthenogenetic female,Run20130521_G3-LF-r1_EL2138_S35;Run20130528_G3-LF-r2_EL2138_S35;Run20130530_G3-LF-r3_EL2138_S35;Run20130617_G3-LF-r4_EL2138_S35;Run20130808_G3-6LF-r3_EL2138_S6,,,,,,,,,,,,,,,,,,,,character0,,,NA,NA,367
PRJNA247438,SRR1369959,502,1401681388,SAMN02839670,1012542842,ERDC-USACE,SRX584861,Run20130812_G3-6LF-r4_EL2107_S1,Daphnia pulex,ILLUMINA,2015-06-17T00:00:00Z,STL_4_EL2107,SRP041981,,,,,,,female,adult,"Dr. Howard Webb\, Saint Louis\, MO",STL,parthenogenetic female,Run20130521_G3-LF-r1_EL2107_S4;Run20130528_G3-LF-r2_EL2107_S4;Run20130530_G3-LF-r3_EL2107_S4;Run20130617_G3-LF-r4_EL2107_S4;Run20130812_G3-6LF-r4_EL2107_S1,,,,,,,,,,,,,,,,,,,,character0,,,NA,NA,367
PRJNA247438,SRR1369960,502,781026158,SAMN02839652,559602917,ERDC-USACE,SRX584862,Run20130812_G3-6LF-r4_EL2113_S2,Daphnia pulex,ILLUMINA,2015-06-17T00:00:00Z,ECT_5_EL2113,SRP041981,,,,,,,female,adult,"Mr. Steve Poirier\, Environmental Consulting & Testing\, Inc.\, Superior\, WI",ECT,parthenogenetic female,Run20130521_G3-LF-r1_EL2113_S10;Run20130528_G3-LF-r2_EL2113_S10;Run20130530_G3-LF-r3_EL2113_S10;Run20130617_G3-LF-r4_EL2113_S10;Run20130812_G3-6LF-r4_EL2113_S2,,,,,,,,,,,,,,,,,,,,character0,,,NA,NA,367
PRJNA247438,SRR1369961,502,908386068,SAMN02839686,645506459,ERDC-USACE,SRX584863,Run20130812_G3-6LF-r4_EL2125_S3,Daphnia pulex,ILLUMINA,2015-06-17T00:00:00Z,W3A_2_EL2125,SRP041981,,,,,,,female,adult,"Dr. Andrew Beckerman\, University of Sheffield\, UK",W3A,parthenogenetic female,Run20130521_G3-LF-r1_EL2125_S22;Run20130528_G3-LF-r2_EL2125_S22;Run20130530_G3-LF-r3_EL2125_S22;Run20130617_G3-LF-r4_EL2125_S22;Run20130812_G3-6LF-r4_EL2125_S3,,,,,,,,,,,,,,,,,,,,character0,,,NA,NA,367
PRJNA247438,SRR1369962,502,1190104452,SAMN02839634,845560146,ERDC-USACE,SRX584864,Run20130812_G3-6LF-r4_EL2129_S4,Daphnia pulex,ILLUMINA,2015-06-17T00:00:00Z,CA2_1_EL2129,SRP041981,,,,,,,female,adult,"Dr. Andrew Beckerman\, University of Sheffield\, UK",CA2,parthenogenetic female,Run20130521_G3-LF-r1_EL2129_S26;Run20130528_G3-LF-r2_EL2129_S26;Run20130530_G3-LF-r3_EL2129_S26;Run20130617_G3-LF-r4_EL2129_S26;Run20130812_G3-6LF-r4_EL2129_S4,,,,,,,,,,,,,,,,,,,,character0,,,NA,NA,367
PRJNA247438,SRR1369963,502,1888824698,SAMN02839628,1352169708,ERDC-USACE,SRX584865,Run20130812_G3-6LF-r4_EL2134_S5,Daphnia pulex,ILLUMINA,2015-06-17T00:00:00Z,BEL_1_EL2134,SRP041981,,,,,,,female,adult,"EPBI\, Belgium",BEL,parthenogenetic female,Run20130521_G3-LF-r1_EL2134_S31;Run20130528_G3-LF-r2_EL2134_S31;Run20130530_G3-LF-r3_EL2134_S31;Run20130617_G3-LF-r4_EL2134_S31;Run20130812_G3-6LF-r4_EL2134_S5,,,,,,,,,,,,,,,,,,,,character0,,,NA,NA,367
